iter	RMSE
181	1.367579328
182	1.366274872
183	1.366223135
184	1.355948435
185	1.35488854
186	1.354335325
187	1.354225431
188	1.353879768
189	1.353618992
190	1.351502381
191	1.351085442
192	1.350027457
193	1.349891587
194	1.349662004
195	1.343749143
196	1.341355195
197	1.341151558
198	1.341132896
199	1.340863523
200	1.34047406
201	1.339728495
202	1.334161886
203	1.334058945
204	1.333779993
205	1.333495281
206	1.330590096
207	1.329535375
208	1.329298004
209	1.327914021
210	1.327723536
211	1.327110136
212	1.326931413
213	1.326379114
214	1.319667092
215	1.319512193
216	1.318900804
217	1.318274136
218	1.317968839
219	1.316680791
220	1.316492642
221	1.316479988
222	1.316233586
223	1.307213098
224	1.306880467
225	1.306672072
226	1.301918714
227	1.301786773
228	1.301392385
229	1.298005673
230	1.297909598
231	1.297021261
232	1.290582395
233	1.285912878
234	1.285608291
235	1.285473656
236	1.282959235
237	1.282490522
238	1.282398331
239	1.28209912
240	1.281622387
241	1.277187009
242	1.277100875
243	1.273587811
244	1.273486023
245	1.273371697
246	1.273204739
247	1.272621372
248	1.269259218
249	1.269222938
250	1.268280999
251	1.268049479
252	1.267833683
253	1.267463537
254	1.267405144
255	1.267399958
256	1.266499232
257	1.266295424
258	1.26624457
259	1.266127013
260	1.265463883
261	1.265344402
262	1.265261839
263	1.2651757
264	1.263714088
265	1.26219378
266	1.261217013
267	1.254727287
268	1.25435434
269	1.25010041
270	1.249413579
271	1.244129749
272	1.242409561
273	1.242297134
274	1.232038562
275	1.231971897
276	1.231864917
277	1.231788747
278	1.231198686
279	1.230974757
280	1.224943023
281	1.224497242
282	1.223295727
283	1.223237739
284	1.222031548
285	1.221971514
286	1.221914314
287	1.221832145
288	1.221741935
289	1.221721748
290	1.221687038
291	1.221616035
292	1.221303912
293	1.221279065
294	1.221141967
295	1.221136549
296	1.22035092
297	1.220253843
298	1.220227632
299	1.220117581
300	1.210638678
301	1.207894108
302	1.207870336
303	1.207815075
304	1.207580193
305	1.20749781
306	1.207201838
307	1.207144307
308	1.207093162
309	1.20703816
310	1.206958512
311	1.206558959
312	1.206516657
313	1.206448079
314	1.206438131
315	1.206402139
316	1.205923222
317	1.2058741
318	1.20582396
319	1.205501285
320	1.205001256
321	1.20496253
322	1.203772888
323	1.203710987
324	1.203161112
325	1.203079657
326	1.202806745
327	1.2025394
328	1.202359761
329	1.20234985
330	1.202342407
331	1.202318304
332	1.202288608
333	1.19811872
334	1.19805724
335	1.197995776
336	1.197355417
337	1.196869471
338	1.196705211
339	1.196651747
340	1.196615799
341	1.196544016
342	1.195552886
343	1.193059722
344	1.192954749
345	1.192884858
346	1.192778394
347	1.188529945
348	1.188518282
349	1.187523711
350	1.187310747
351	1.187154871
352	1.186979249
353	1.186950577
354	1.18681942
355	1.186802344
356	1.186775392
357	1.186771011
358	1.184794379
359	1.184777496
360	1.184705342
361	1.184622431
362	1.184507571
363	1.184459579
364	1.184455657
365	1.179478318
366	1.176473148
367	1.17322863
368	1.17321157
369	1.173141141
370	1.173108532
371	1.173103769
372	1.172979982
373	1.172977117
374	1.171800225
375	1.171718056
376	1.168520151
377	1.167062761
378	1.167046478
379	1.166128784
380	1.166125412
381	1.165657778
382	1.165598989
383	1.165594373
384	1.165584713
385	1.165544093
386	1.165539549
387	1.165535815
388	1.165452673
389	1.165409668
390	1.165340085
391	1.165332545
392	1.163081404
393	1.163033894
394	1.163030977
395	1.163001093
396	1.162985578
397	1.162979884
398	1.162953443
399	1.160885515
400	1.15994262
401	1.15396541
402	1.153959823
403	1.153894329
404	1.153867648
405	1.153852824
406	1.15384745
407	1.151716323
408	1.151710106
409	1.15170289
410	1.150808233
411	1.150752754
412	1.147933131
413	1.146758611
414	1.144103519
415	1.144098031
416	1.14409336
417	1.144086178
418	1.144054173
419	1.144050384
420	1.144041498
421	1.144034675
422	1.144005227
423	1.140799022
424	1.140782336
425	1.140773518
426	1.140762232
427	1.140629564
428	1.140599077
429	1.140590924
430	1.140588048
431	1.140555873
432	1.140484544
433	1.138241401
434	1.138236392
435	1.133431814
436	1.133411182
437	1.133388514
438	1.133303543
439	1.133284825
440	1.133139683
441	1.133081017
442	1.133055913
443	1.133042533
444	1.133039942
445	1.129880824
446	1.129199034
447	1.127865389
448	1.127853754
449	1.12785202
450	1.127850109
451	1.127554709
452	1.127179103
453	1.127088653
454	1.127033812
455	1.125900911
456	1.124778552
457	1.124725391
458	1.123717381
459	1.123652972
460	1.123611545
461	1.123065559
462	1.123063899
463	1.123063187
464	1.123061814
465	1.123054249
466	1.123035497
467	1.116483211
468	1.11349934
469	1.11344072
470	1.113415128
471	1.113196293
472	1.113034471
473	1.113010213
474	1.110065843
475	1.11004263
476	1.110031578
477	1.108544863
478	1.108525661
479	1.105803741
480	1.105803131
481	1.105777029
482	1.105622438
483	1.104485352
484	1.104201927
485	1.104066036
486	1.104064468
487	1.104046214
488	1.103897583
489	1.103896291
490	1.103748682
491	1.103739574
492	1.103663864
493	1.103646324
494	1.103621452
495	1.102393384
496	1.102366491
497	1.102330596
498	1.100600247
499	1.100491268
500	1.09984421
501	1.099785887
502	1.099738269
503	1.099164808
504	1.098923264
505	1.09881938
506	1.09854872
507	1.098533671
508	1.098170603
509	1.098167553
510	1.097669756
511	1.097308415
512	1.09730153
513	1.097114909
514	1.097099695
515	1.096876501
516	1.096869797
517	1.0963946
518	1.09365507
519	1.093460667
520	1.091721819
521	1.091711379
522	1.090997925
523	1.090850041
524	1.090710843
525	1.090486585
526	1.090472993
527	1.086601895
528	1.086592833
529	1.086532478
530	1.086060912
531	1.084509842
532	1.084307571
533	1.084295133
534	1.084206141
535	1.081719925
536	1.081718744
537	1.081279068
538	1.080989671
539	1.080970006
540	1.080778638
541	1.080101165
542	1.079960957
543	1.079943026
544	1.079927666
545	1.079913578
546	1.079777954
547	1.079658647
548	1.079646919
549	1.079560012
550	1.079535598
551	1.079518013
552	1.079506706
553	1.079493957
554	1.079487688
555	1.079225688
556	1.077468829
557	1.076395522
558	1.075277933
559	1.07412331
560	1.069934939
561	1.069904281
562	1.069685898
563	1.069551343
564	1.069545008
565	1.069273289
566	1.06919162
567	1.069184692
568	1.068263565
569	1.068259798
570	1.068089142
571	1.068068921
572	1.06796623
573	1.067876646
574	1.067796382
575	1.067751563
576	1.067452574
577	1.067386933
578	1.067324197
579	1.067317944
580	1.067260056
581	1.067259185
582	1.066537745
583	1.066386612
584	1.066213111
585	1.066183307
586	1.065409141
587	1.065406471
588	1.065376942
589	1.065241334
590	1.065239408
591	1.065171251
592	1.065163665
593	1.0649456
594	1.064944445
595	1.064745208
596	1.064695362
597	1.064647844
598	1.064631979
599	1.064586606
600	1.064372703
601	1.06433209
602	1.064296834
603	1.062672049
604	1.060360669
605	1.06026511
606	1.060250716
607	1.060238853
608	1.060207575
609	1.053857964
610	1.053805156
611	1.05241392
612	1.052403413
613	1.052380367
614	1.052370017
615	1.05160991
616	1.051391962
617	1.051387129
618	1.05037467
619	1.047664777
620	1.047605424
621	1.046475921
622	1.044792312
623	1.044693599
624	1.043556529
625	1.043538962
626	1.043534628
627	1.043385633
628	1.04088466
629	1.040881506
630	1.040861588
631	1.040673271
632	1.040658227
633	1.040558296
634	1.040555507
635	1.04055072
636	1.03975338
637	1.039534974
638	1.03928313
639	1.039165211
640	1.039161385
641	1.038980014
642	1.036774741
643	1.036767811
644	1.036601467
645	1.036590086
646	1.036439946
647	1.036368674
648	1.035259232
649	1.035253541
650	1.03525141
651	1.035230662
652	1.035223776
653	1.03521126
654	1.035208933
655	1.034909546
656	1.034907655
657	1.034843439
658	1.034781861
659	1.034777673
660	1.034769926
661	1.034762281
662	1.034726618
663	1.03472557
664	1.034718179
665	1.034713971
666	1.03471211
667	1.034624564
668	1.034609593
669	1.034605367
670	1.034600066
671	1.029481383
672	1.029447606
673	1.029431468
674	1.028944225
675	1.028922849
676	1.028830215
677	1.028740167
678	1.028722823
679	1.027457429
680	1.027442101
681	1.027284299
682	1.027230523
683	1.027220685
684	1.02721136
685	1.027209014
686	1.027149826
687	1.027096316
688	1.02685368
689	1.026846926
690	1.026843078
691	1.02683924
692	1.026836677
693	1.025950301
694	1.025935278
695	1.025899435
696	1.023939366
697	1.023935564
698	1.023932455
699	1.023896249
700	1.023884553
701	1.023275728
702	1.023269333
703	1.02320015
704	1.023197237
705	1.023193657
706	1.021253917
707	1.021220584
708	1.021116704
709	1.021101868
710	1.020910438
711	1.020844183
712	1.020828865
713	1.020824342
714	1.020656144
715	1.020553207
716	1.020538777
717	1.020535106
718	1.019951041
719	1.019949715
720	1.019524139
721	1.019522029
722	1.019517412
723	1.019482157
724	1.019390261
725	1.019389718
726	1.019386865
727	1.019383225
728	1.019381976
729	1.017891715
730	1.017075126
731	1.016998201
732	1.016994231
733	1.016127347
734	1.015486744
735	1.015481647
736	1.015478079
737	1.015328678
738	1.015326033
739	1.015324176
740	1.015319934
741	1.014267247
742	1.01426693
743	1.010773656
744	1.010771427
745	1.010770891
746	1.010770605
747	1.010760484
748	1.010760064
749	1.010758071
750	1.010754675
751	1.010753941
752	1.010698324
753	1.01042249
754	1.010422238
755	1.010229625
756	1.01022613
757	1.01022541
758	1.01022201
759	1.00974743
760	1.009737721
761	1.009733097
762	1.009012435
763	1.009011925
764	1.009011373
765	1.008090316
766	1.008087618
767	1.007624356
768	1.006300043
769	1.006299904
770	1.006263318
771	1.003810784
772	1.003810528
773	1.003707925
774	1.002589178
775	1.002494275
776	1.002493418
777	1.002489546
778	1.002487522
779	1.002485967
780	1.002470788
781	1.002450085
782	1.002209762
783	1.000355425
784	1.000227519
785	1.000204367
786	1.000203489
787	1.000192064
788	0.9998156325
789	0.9998154586
790	0.9997123355
791	0.9997111107
792	0.9991652272
793	0.9991553318
794	0.9990919781
795	0.9984017225
796	0.9982641912
797	0.9982636815
798	0.9941969915
799	0.9932186322
800	0.9932180692
801	0.9932175871
802	0.9930002832
803	0.9930000912
804	0.9929979867
805	0.9929960294
806	0.9929888484
807	0.9928421735
808	0.9912167683
809	0.9912149573
810	0.9911202685
811	0.9911115123
812	0.9866585726
813	0.9861067901
814	0.9861010072
815	0.986069329
816	0.986029271
817	0.9860208616
818	0.9860163454
819	0.9860121901
820	0.9860064429
821	0.9837871436
822	0.9837408384
823	0.9837389716
824	0.9836767788
825	0.9836579192
826	0.9836528057
827	0.9835658353
828	0.9835658347
829	0.9831383916
830	0.9831368524
831	0.983132873
832	0.9830512311
833	0.9827008907
834	0.9826892432
835	0.9826221762
836	0.9821530535
837	0.9820871939
838	0.9820841306
839	0.9820767573
840	0.9813917227
841	0.9809908201
842	0.9778451001
843	0.9778438383
844	0.977785377
845	0.9777244255
846	0.9773304207
847	0.9770421375
848	0.977031542
849	0.97459003
850	0.9744295079
851	0.9731575791
852	0.9730852652
853	0.972815387
854	0.97277397
855	0.971518426
856	0.9714316497
857	0.971080757
858	0.9703019067
859	0.9701770761
860	0.9701729537
861	0.9701695215
862	0.965237733
863	0.9652351735
864	0.9652322101
865	0.9652273808
866	0.9645800753
867	0.9645045165
868	0.9641616614
869	0.9641150801
870	0.9641119557
871	0.9640099099
872	0.9639975449
873	0.96398968
874	0.9639749272
875	0.9639639487
876	0.9636512821
877	0.9636485476
878	0.963574272
879	0.9634943206
880	0.963176692
881	0.9631663625
882	0.9628591693
883	0.9628503632
884	0.9628443001
885	0.9610510184
886	0.96082019
887	0.9608034548
888	0.960803396
889	0.9607527677
890	0.9607507645
891	0.9605104293
892	0.9605041384
893	0.9604901889
894	0.9604892579
895	0.9600849431
896	0.9600770122
897	0.9599048569
898	0.9598758708
899	0.9596952367
900	0.959674728
901	0.9590820937
902	0.9590769484
903	0.9589992257
904	0.9587194456
905	0.9587177453
906	0.9587146727
907	0.9586102629
908	0.9585648368
909	0.9585635897
910	0.9585628981
911	0.9585563578
912	0.9583639182
913	0.9582674815
914	0.9582659292
915	0.9581873749
916	0.958176833
917	0.9581631573
918	0.9581540052
919	0.9581353819
920	0.9581298335
921	0.9581247307
922	0.9581203118
923	0.9572200471
924	0.9571296484
925	0.9568478692
926	0.956714928
927	0.9566376197
928	0.9566365498
929	0.9566363458
930	0.9566331876
931	0.9566330124
932	0.9566322127
933	0.9564939234
934	0.9531581175
935	0.9531473603
936	0.9529798273
937	0.9527607479
938	0.9527177168
939	0.952687912
940	0.9526847939
941	0.9526839967
942	0.9526553778
943	0.9526535028
944	0.9526518791
945	0.952649563
946	0.9526487702
947	0.9524481739
948	0.9521473682
949	0.9521464363
950	0.9509450128
951	0.9509420019
952	0.9509389545
953	0.9508649995
954	0.9508628647
955	0.9508623366
956	0.9508576155
957	0.9508100748
958	0.950807713
959	0.9508071977
960	0.9506119073
961	0.9506109516
962	0.9506108852
963	0.9486596926
964	0.9482109175
965	0.9482058424
966	0.948150526
967	0.9481032375
968	0.9475246229
969	0.9475229157
970	0.9475025541
971	0.9474923949
972	0.9473041578
973	0.9472109415
974	0.9472092986
975	0.9471694662
976	0.947131981
977	0.9471298551
978	0.9471280178
979	0.9450906943
980	0.9424284667
981	0.9409284886
982	0.9403831639
983	0.940380085
984	0.9399276207
985	0.9399181771
986	0.9398733321
987	0.9379424826
988	0.9376866862
989	0.9376732702
990	0.9372092857
991	0.9355925383
992	0.9342147881
993	0.9332254696
994	0.9332083669
995	0.932946889
996	0.9328889348
997	0.932754651
998	0.9327145438
999	0.93271262
1000	0.932710886
1001	0.9320499543
1002	0.9319618185
1003	0.9319285879
1004	0.9316008149
1005	0.9315548934
1006	0.9314729618
1007	0.9312898909
1008	0.9301721664
1009	0.9300437104
1010	0.9300402969
1011	0.9300324863
1012	0.9297988189
1013	0.9297175597
1014	0.9270625821
1015	0.927057158
1016	0.9270228764
1017	0.9270186073
1018	0.9270090967
1019	0.9270082614
1020	0.9270055498
1021	0.926986528
1022	0.9269125896
1023	0.9268786644
1024	0.9268704733
1025	0.9263800075
1026	0.9263745216
1027	0.9255992265
1028	0.9254004396
1029	0.9253945147
1030	0.9253891539
1031	0.9253351396
1032	0.9253295306
1033	0.9252873534
1034	0.9252797088
1035	0.9252742627
1036	0.9251261615
1037	0.9248929976
1038	0.9248889529
1039	0.924519493
1040	0.9244863967
1041	0.924477277
1042	0.9244326588
1043	0.9242395779
1044	0.9242302711
1045	0.9242246716
1046	0.9242196504
1047	0.9241965125
1048	0.9225618786
1049	0.9225400383
1050	0.9218873931
1051	0.9217227041
1052	0.9189055844
1053	0.918898028
1054	0.9188784349
1055	0.9188741077
1056	0.9188639238
1057	0.9188618204
1058	0.9188426295
1059	0.9188274119
1060	0.9188263172
1061	0.9168730745
1062	0.9168717922
1063	0.9157652716
1064	0.9157645724
1065	0.9156912368
1066	0.9152729615
1067	0.9152646545
1068	0.9152290872
1069	0.9150772753
1070	0.9150704075
1071	0.9150649651
1072	0.9150633795
1073	0.9150369309
1074	0.9150244355
1075	0.9150239931
1076	0.9150195663
1077	0.9149802449
1078	0.9149745651
1079	0.9149507702
1080	0.9149474151
1081	0.9149453224
1082	0.914942456
1083	0.9149359919
1084	0.9148970596
1085	0.9148906453
1086	0.9148889559
1087	0.9148784276
1088	0.9148710003
1089	0.9148594685
1090	0.9148580823
1091	0.9148472111
1092	0.9148450578
1093	0.914843243
1094	0.9148429717
1095	0.9148197973
1096	0.91481641
1097	0.9148159096
1098	0.9148131216
1099	0.9148109641
1100	0.9148105289
1101	0.9147982229
1102	0.9144554773
1103	0.9144492175
1104	0.9144359049
1105	0.9143963234
1106	0.9141757456
1107	0.9141707916
1108	0.9138678125
1109	0.9138623044
1110	0.9136715791
1111	0.9136250046
1112	0.913614972
1113	0.9136082156
1114	0.9136081299
1115	0.9136070621
1116	0.9136023304
1117	0.9136019919
1118	0.9136004897
1119	0.9134496308
1120	0.913444306
1121	0.9134432526
1122	0.9118983915
1123	0.9118972976
1124	0.9118577502
1125	0.9118572839
1126	0.9118558197
1127	0.9118544711
1128	0.9118508187
1129	0.9118420982
1130	0.9118379005
1131	0.9118322474
1132	0.9116827107
1133	0.9116786025
1134	0.9116564826
1135	0.9115877701
1136	0.9115737707
1137	0.9115711398
1138	0.9115480411
1139	0.9115426178
1140	0.9115266147
1141	0.9115065754
1142	0.9115055816
1143	0.9115009372
1144	0.9112654011
1145	0.9112577722
1146	0.9112566024
1147	0.9108344631
1148	0.9107106645
1149	0.910709611
1150	0.9107085928
1151	0.9104999114
1152	0.9104601417
1153	0.9104414014
1154	0.9104390915
1155	0.910133741
1156	0.9101320251
1157	0.9101313957
1158	0.9096594477
1159	0.9096236405
1160	0.9096224274
1161	0.909622342
1162	0.9096201862
1163	0.9096128238
1164	0.9096120557
1165	0.9096118074
1166	0.9096085925
1167	0.9093059013
1168	0.9091233121
1169	0.9091229174
1170	0.9091038785
1171	0.9091033092
1172	0.909096374
1173	0.9090959869
1174	0.9087312324
1175	0.9087308107
1176	0.9087289928
1177	0.90872855
1178	0.9087031179
1179	0.9086808511
1180	0.9086803979
1181	0.908677408
1182	0.9086771785
1183	0.9084817728
1184	0.9078538008
1185	0.9078534466
1186	0.9076910127
1187	0.9076908188
1188	0.9076699135
1189	0.9076660658
1190	0.9076648786
1191	0.9076633212
1192	0.9076605626
1193	0.9076523301
1194	0.9076508667
1195	0.9067247324
1196	0.9067172122
1197	0.9067066554
1198	0.9067039649
1199	0.9067034197
1200	0.9066997397
1201	0.9066992625
1202	0.9065501255
1203	0.9065488501
1204	0.9065481705
1205	0.9065408918
1206	0.9065408211
1207	0.906538746
1208	0.9065351252
1209	0.9065324035
1210	0.9065298906
1211	0.9065119463
1212	0.9065069566
1213	0.9050026062
1214	0.9050019309
1215	0.9049693429
1216	0.9049444133
1217	0.9049432778
1218	0.9049385862
1219	0.9047258465
1220	0.9046980459
1221	0.9046977761
1222	0.9046837071
1223	0.9045342561
1224	0.9035948972
1225	0.9033382524
1226	0.903332439
1227	0.9033208072
1228	0.9033164905
1229	0.9033104683
1230	0.9033097803
1231	0.9032965073
1232	0.9022144014
1233	0.902169128
1234	0.9021419937
1235	0.9021167778
1236	0.902113798
1237	0.9021030483
1238	0.9020848916
1239	0.9020811852
1240	0.9020351012
1241	0.9020260743
1242	0.9020250368
1243	0.9020077008
1244	0.9015113572
1245	0.9014805595
1246	0.9014798282
1247	0.9013442012
1248	0.901177696
1249	0.9011692863
1250	0.9008705796
1251	0.9008697419
1252	0.8998747595
1253	0.8998638334
1254	0.8997636865
1255	0.8997435374
1256	0.8995562441
1257	0.8995561302
1258	0.8993656874
1259	0.8993584005
1260	0.8992485802
1261	0.8992336138
1262	0.8992161994
1263	0.8992160505
1264	0.8992035323
1265	0.8991974674
1266	0.8991818782
1267	0.8991411991
1268	0.899125001
1269	0.8991210057
1270	0.899119842
1271	0.899104817
1272	0.8991028521
1273	0.8990994378
1274	0.8990984872
1275	0.8990845338
1276	0.8989654239
1277	0.8989646581
1278	0.8989642939
1279	0.8989517881
1280	0.8989466713
1281	0.8987695067
1282	0.8987692014
1283	0.8987673817
1284	0.8987579876
1285	0.8987470219
1286	0.8987426096
1287	0.8987372302
1288	0.8987315928
1289	0.8987295673
1290	0.8987284897
1291	0.898624521
1292	0.8986168172
1293	0.8986120985
1294	0.8986030954
1295	0.8986002673
1296	0.8985994874
1297	0.8985938768
1298	0.8985921332
1299	0.8983511009
1300	0.8983467487
1301	0.8983383504
1302	0.898334742
1303	0.8983332125
1304	0.8982636706
1305	0.898259757
1306	0.8982568796
1307	0.8981528321
1308	0.8977071248
1309	0.8977017388
1310	0.8976984742
1311	0.8976970907
1312	0.8976942119
1313	0.8976923594
1314	0.8976851473
1315	0.8976824978
1316	0.8975686244
1317	0.8975463012
1318	0.8975456201
1319	0.8975389032
1320	0.8974456948
1321	0.8974429077
1322	0.8974383983
1323	0.897433996
1324	0.8973366864
1325	0.8957358928
1326	0.8941205321
1327	0.8939953776
1328	0.8939415796
1329	0.8929961205
1330	0.8929547878
1331	0.8924274912
1332	0.8919347946
1333	0.8916088508
1334	0.8915469532
1335	0.8912147803
1336	0.8904047921
1337	0.8903816205
1338	0.8903780963
1339	0.890374821
1340	0.8903717723
1341	0.8903251599
1342	0.8901895723
1343	0.8899478046
1344	0.8899456627
1345	0.8899363801
1346	0.8899341702
1347	0.8893238354
1348	0.8889270766
1349	0.8887088265
1350	0.8886969972
1351	0.8886197265
1352	0.8885481656
1353	0.8885438891
1354	0.8885374636
1355	0.8873357524
1356	0.887332724
1357	0.8873169828
1358	0.8870567127
1359	0.8868520491
1360	0.8867716081
1361	0.8865058118
1362	0.8864290307
1363	0.8855257012
1364	0.8854454387
1365	0.8839283135
1366	0.8839027265
1367	0.8838987946
1368	0.8838950976
1369	0.883887754
1370	0.8836909409
1371	0.8836900754
1372	0.8835754253
1373	0.883522494
1374	0.8835018564
1375	0.8834807645
1376	0.8832989842
1377	0.8832917175
1378	0.8832912038
1379	0.883280889
1380	0.8832784187
1381	0.8832711427
1382	0.8832631586
1383	0.8832362416
1384	0.8832350672
1385	0.8832330311
1386	0.8832323145
1387	0.8832301538
1388	0.8832240202
1389	0.8832175647
1390	0.88321169
1391	0.8832075059
1392	0.8832021651
1393	0.8831948213
1394	0.8831909427
1395	0.8830889729
1396	0.883072056
1397	0.8830713071
1398	0.8830662515
1399	0.8830636421
1400	0.8830615241
1401	0.8830583922
1402	0.8830565111
1403	0.8830558927
1404	0.8830465644
1405	0.8830415
1406	0.8830379954
1407	0.8830377021
1408	0.8830358443
1409	0.8830317929
1410	0.8830271097
1411	0.8830039992
1412	0.8830028894
1413	0.8830011116
1414	0.8830008751
1415	0.8829957433
1416	0.8829909045
1417	0.8829893013
1418	0.8829878081
1419	0.8829825563
1420	0.8829811096
1421	0.8829796578
1422	0.8829775464
1423	0.8829729214
1424	0.8829711918
1425	0.8829690845
1426	0.8829654901
1427	0.8829639931
1428	0.8829613997
1429	0.8829592883
1430	0.8828899269
1431	0.8828872634
1432	0.882886254
1433	0.8828860342
1434	0.8828839435
1435	0.882883007
1436	0.8828818535
1437	0.8828809891
1438	0.8828801765
1439	0.8828790983
1440	0.882878242
1441	0.8828740987
1442	0.8826361751
1443	0.8825683568
1444	0.8808742318
1445	0.8807607213
1446	0.8807562987
1447	0.8807537984
1448	0.8785549491
1449	0.8785466653
1450	0.8785431959
1451	0.8774116699
1452	0.8772879272
1453	0.8772230884
1454	0.8771588961
1455	0.8769523525
1456	0.8769480885
1457	0.8769309
1458	0.8764993093
1459	0.8764927725
1460	0.8763965915
1461	0.8763356998
1462	0.8763336604
1463	0.8763330191
1464	0.8763301277
1465	0.8763230145
1466	0.8761092851
1467	0.8761044098
1468	0.8761038125
1469	0.8760994508
1470	0.8760980389
1471	0.8760973622
1472	0.8760911506
1473	0.8757886198
1474	0.8757843644
1475	0.875783324
1476	0.8757778162
1477	0.875776234
1478	0.8757715035
1479	0.8748939487
1480	0.8748868199
1481	0.8748323871
1482	0.8748255944
1483	0.8748244581
1484	0.8748202003
1485	0.8748171629
1486	0.8748154595
1487	0.8748135133
1488	0.8748129453
1489	0.874724566
1490	0.8747219266
1491	0.8747216221
1492	0.8747212197
1493	0.8745714521
1494	0.8745602215
1495	0.8745588267
1496	0.8745566621
1497	0.8745560021
1498	0.8745532325
1499	0.8745428088
1500	0.8745422843
1501	0.8745409544
1502	0.8745392267
1503	0.8745380281
1504	0.874536169
1505	0.8745337468
1506	0.8745319205
1507	0.8745282316
1508	0.8745281383
1509	0.8743670989
1510	0.8743670537
1511	0.8743655625
1512	0.8743553322
1513	0.8743383175
1514	0.8743270912
1515	0.8743266209
1516	0.8742882003
1517	0.874254176
1518	0.8742519371
1519	0.8742296917
1520	0.8742291448
1521	0.8742272228
1522	0.8742232097
1523	0.8742228275
1524	0.8735215741
1525	0.8735195498
1526	0.8712685124
1527	0.8712612082
1528	0.8712609649
1529	0.8712607482
1530	0.8712336138
1531	0.8712316556
1532	0.871230941
1533	0.8712277745
1534	0.8710039731
1535	0.8708937787
1536	0.8703329603
1537	0.8700140468
1538	0.8699771432
1539	0.8699750815
1540	0.8696729825
1541	0.8696217669
1542	0.869544682
1543	0.8695417653
1544	0.8695120952
1545	0.8695100015
1546	0.8693798732
1547	0.869226293
1548	0.8691785557
1549	0.8687523772
1550	0.868741542
1551	0.8686990797
1552	0.8686765272
1553	0.868558768
1554	0.8683983078
1555	0.86838169
1556	0.8683275657
1557	0.8683017212
1558	0.86829138
1559	0.8682572847
1560	0.8680684053
1561	0.867264353
1562	0.8654203005
1563	0.8653618136
1564	0.8653102092
1565	0.8652461688
1566	0.8651555126
1567	0.865037775
1568	0.8645691081
1569	0.8645679726
1570	0.8644756562
1571	0.864473867
1572	0.8644608823
1573	0.8644150205
1574	0.8644134404
1575	0.8644131847
1576	0.8643869554
1577	0.8643855071
1578	0.8643758236
1579	0.8643754969
1580	0.8643326299
1581	0.8643055589
1582	0.8622704033
1583	0.8620959359
1584	0.862080327
