iter	Passed	Remaining
1699	4622	17131
1700	4625	17130
1701	4628	17126
1702	4630	17123
1703	4633	17119
1704	4635	17115
1705	4638	17112
1706	4640	17109
1707	4643	17106
1708	4645	17102
1709	4648	17098
1710	4651	17097
1711	4654	17097
1712	4657	17092
1713	4659	17089
1714	4662	17085
1715	4664	17081
1716	4667	17080
1717	4670	17076
1718	4672	17073
1719	4675	17071
1720	4679	17072
1721	4682	17071
1722	4684	17067
1723	4687	17064
1724	4689	17060
1725	4692	17056
1726	4694	17052
1727	4697	17051
1728	4700	17048
1729	4702	17044
1730	4705	17040
1731	4707	17037
1732	4710	17035
1733	4713	17034
1734	4716	17030
1735	4719	17028
1736	4721	17024
1737	4723	17020
1738	4726	17017
1739	4730	17017
1740	4732	17013
1741	4734	17009
1742	4737	17006
1743	4739	17002
1744	4742	17000
1745	4744	16995
1746	4747	16993
1747	4750	16990
1748	4752	16987
1749	4755	16983
1750	4757	16979
1751	4760	16975
1752	4762	16972
1753	4765	16968
1754	4767	16964
1755	4769	16961
1756	4772	16957
1757	4774	16954
1758	4777	16950
1759	4780	16947
1760	4783	16946
1761	4786	16944
1762	4788	16940
1763	4790	16936
1764	4793	16933
1765	4796	16930
1766	4798	16926
1767	4801	16924
1768	4803	16920
1769	4806	16916
1770	4808	16913
1771	4811	16910
1772	4813	16905
1773	4816	16905
1774	4819	16901
1775	4821	16897
1776	4824	16894
1777	4826	16890
1778	4829	16888
1779	4832	16886
1780	4835	16883
1781	4837	16880
1782	4841	16879
1783	4843	16877
1784	4846	16875
1785	4849	16872
1786	4851	16868
1787	4854	16865
1788	4857	16863
1789	4860	16863
1790	4863	16860
1791	4866	16857
1792	4868	16853
1793	4870	16850
1794	4873	16847
1795	4876	16845
1796	4878	16840
1797	4881	16837
1798	4883	16833
1799	4886	16830
1800	4890	16832
1801	4892	16829
1802	4895	16826
1803	4897	16822
1804	4900	16819
1805	4902	16815
1806	4905	16813
1807	4908	16809
1808	4910	16805
1809	4913	16802
1810	4915	16798
1811	4918	16797
1812	4920	16793
1813	4923	16789
1814	4925	16786
1815	4928	16782
1816	4930	16779
1817	4933	16776
1818	4936	16773
1819	4938	16770
1820	4941	16767
1821	4943	16763
1822	4946	16760
1823	4949	16757
1824	4951	16753
1825	4953	16749
1826	4956	16746
1827	4959	16743
1828	4961	16740
1829	4964	16738
1830	4967	16735
1831	4969	16732
1832	4972	16728
1833	4975	16727
1834	4979	16730
1835	4983	16729
1836	4986	16730
1837	4989	16728
1838	4993	16727
1839	4995	16724
1840	4998	16721
1841	5000	16717
1842	5003	16714
1843	5006	16713
1844	5009	16710
1845	5011	16706
1846	5014	16704
1847	5016	16701
1848	5021	16703
1849	5025	16704
1850	5028	16706
1851	5031	16704
1852	5034	16700
1853	5038	16702
1854	5041	16699
1855	5043	16695
1856	5046	16692
1857	5048	16689
1858	5051	16686
1859	5053	16683
1860	5056	16680
1861	5059	16677
1862	5061	16673
1863	5066	16676
1864	5071	16681
1865	5075	16685
1866	5078	16684
1867	5081	16682
1868	5084	16678
1869	5087	16676
1870	5089	16672
1871	5092	16669
1872	5095	16667
1873	5098	16665
1874	5100	16661
1875	5103	16658
1876	5105	16654
1877	5109	16654
1878	5114	16660
1879	5120	16667
1880	5123	16668
1881	5128	16672
1882	5133	16675
1883	5135	16671
1884	5138	16667
1885	5140	16665
1886	5143	16662
1887	5145	16658
1888	5148	16655
1889	5151	16652
1890	5154	16652
1891	5157	16651
1892	5160	16648
1893	5163	16647
1894	5166	16645
1895	5169	16642
1896	5172	16641
1897	5175	16637
1898	5177	16634
1899	5180	16630
1900	5182	16626
1901	5185	16623
1902	5187	16621
1903	5190	16618
1904	5193	16615
1905	5195	16611
1906	5199	16611
1907	5202	16611
1908	5205	16608
1909	5207	16604
1910	5210	16600
1911	5212	16597
1912	5215	16596
1913	5218	16594
1914	5222	16594
1915	5224	16590
1916	5227	16589
1917	5230	16585
1918	5232	16582
1919	5236	16581
1920	5238	16577
1921	5242	16577
1922	5247	16581
1923	5250	16580
1924	5254	16582
1925	5257	16579
1926	5259	16575
1927	5264	16580
1928	5267	16578
1929	5270	16575
1930	5272	16571
1931	5275	16568
1932	5278	16565
1933	5280	16563
1934	5283	16559
1935	5285	16556
1936	5289	16556
1937	5293	16558
1938	5297	16557
1939	5299	16554
1940	5302	16552
1941	5307	16555
1942	5310	16554
1943	5312	16550
1944	5315	16547
1945	5318	16544
1946	5320	16542
1947	5323	16538
1948	5325	16535
1949	5328	16531
1950	5331	16529
1951	5336	16532
1952	5339	16533
1953	5343	16534
1954	5346	16533
1955	5349	16529
1956	5352	16527
1957	5355	16525
1958	5358	16522
1959	5361	16521
1960	5363	16518
1961	5366	16516
1962	5370	16515
1963	5372	16512
1964	5377	16514
1965	5381	16517
1966	5386	16519
1967	5389	16518
1968	5391	16515
1969	5394	16512
1970	5397	16509
1971	5401	16511
1972	5404	16508
1973	5407	16506
1974	5410	16504
1975	5413	16502
1976	5416	16500
1977	5419	16499
1978	5425	16505
1979	5428	16506
1980	5432	16507
1981	5435	16505
1982	5438	16502
1983	5442	16502
1984	5444	16498
1985	5446	16494
1986	5449	16490
1987	5451	16487
1988	5454	16483
1989	5457	16481
1990	5459	16477
1991	5462	16475
1992	5464	16471
1993	5468	16472
1994	5472	16472
1995	5475	16470
1996	5478	16467
1997	5480	16464
1998	5484	16463
1999	5486	16460
2000	5489	16457
2001	5492	16455
2002	5496	16457
2003	5501	16459
2004	5504	16457
2005	5506	16453
2006	5509	16451
2007	5514	16455
2008	5518	16457
2009	5524	16462
2010	5528	16463
2011	5532	16465
2012	5537	16469
2013	5540	16467
2014	5543	16464
2015	5546	16462
2016	5548	16458
2017	5551	16455
2018	5553	16451
2019	5556	16448
2020	5558	16444
2021	5561	16442
2022	5564	16439
2023	5566	16435
2024	5568	16431
2025	5571	16428
2026	5574	16427
2027	5577	16423
2028	5579	16420
2029	5582	16417
2030	5585	16414
2031	5587	16411
2032	5591	16410
2033	5593	16407
2034	5596	16403
2035	5598	16399
2036	5601	16398
2037	5604	16396
2038	5607	16393
2039	5609	16389
2040	5611	16384
2041	5614	16381
2042	5617	16379
2043	5620	16377
2044	5622	16373
2045	5625	16370
2046	5627	16366
2047	5630	16362
2048	5633	16360
2049	5635	16357
2050	5638	16354
2051	5641	16352
2052	5643	16348
2053	5646	16344
2054	5649	16344
2055	5655	16349
2056	5657	16345
2057	5659	16341
2058	5662	16338
2059	5666	16338
2060	5668	16335
2061	5671	16331
2062	5673	16326
2063	5675	16322
2064	5678	16320
2065	5681	16317
2066	5683	16313
2067	5685	16309
2068	5688	16306
2069	5690	16303
2070	5693	16300
2071	5696	16296
2072	5698	16293
2073	5701	16290
2074	5703	16286
2075	5706	16283
2076	5709	16280
2077	5711	16276
2078	5714	16274
2079	5716	16270
2080	5718	16266
2081	5721	16264
2082	5724	16261
2083	5726	16257
2084	5729	16255
2085	5732	16253
2086	5736	16253
2087	5738	16249
2088	5741	16246
2089	5743	16242
2090	5746	16238
2091	5749	16236
2092	5752	16234
2093	5754	16230
2094	5757	16227
2095	5759	16223
2096	5762	16222
2097	5766	16222
2098	5769	16219
2099	5771	16216
2100	5774	16213
2101	5776	16209
2102	5779	16205
2103	5782	16203
2104	5784	16199
2105	5787	16196
2106	5789	16192
2107	5791	16188
2108	5794	16186
2109	5797	16184
2110	5800	16181
2111	5803	16178
2112	5805	16174
2113	5807	16170
2114	5811	16169
2115	5813	16167
2116	5816	16163
2117	5818	16159
2118	5821	16156
2119	5824	16153
2120	5827	16151
2121	5829	16147
2122	5831	16144
2123	5834	16141
2124	5836	16137
2125	5839	16135
2126	5842	16131
2127	5844	16128
2128	5847	16124
2129	5849	16121
2130	5852	16118
2131	5855	16117
2132	5858	16113
2133	5860	16109
2134	5863	16107
2135	5865	16103
2136	5869	16102
2137	5872	16100
2138	5874	16096
2139	5876	16092
2140	5880	16091
2141	5882	16088
2142	5885	16085
2143	5887	16081
2144	5890	16078
2145	5892	16074
2146	5895	16071
2147	5897	16068
2148	5900	16065
2149	5903	16062
2150	5905	16059
2151	5908	16056
2152	5911	16053
2153	5914	16051
2154	5916	16048
2155	5919	16044
2156	5921	16040
2157	5923	16036
2158	5926	16033
2159	5929	16031
2160	5931	16028
2161	5934	16024
2162	5936	16020
2163	5939	16017
2164	5943	16019
2165	5946	16016
2166	5948	16012
2167	5951	16009
2168	5953	16005
2169	5956	16003
2170	5959	16000
2171	5962	15997
2172	5964	15994
2173	5967	15990
2174	5969	15987
2175	5972	15984
2176	5975	15982
2177	5977	15979
2178	5980	15976
2179	5982	15972
2180	5985	15969
2181	5988	15966
2182	5990	15963
2183	5993	15959
2184	5995	15956
2185	5998	15953
2186	6001	15952
2187	6004	15949
2188	6006	15945
2189	6009	15942
2190	6011	15938
2191	6014	15936
2192	6017	15934
2193	6020	15931
2194	6022	15927
2195	6025	15926
2196	6029	15924
2197	6032	15923
2198	6034	15919
2199	6037	15916
2200	6040	15915
2201	6043	15912
2202	6046	15910
2203	6048	15906
2204	6051	15904
2205	6055	15903
2206	6058	15903
2207	6062	15901
2208	6064	15898
2209	6067	15896
2210	6070	15894
2211	6073	15890
2212	6076	15889
2213	6078	15886
2214	6081	15883
2215	6084	15881
2216	6088	15880
2217	6091	15880
2218	6094	15877
2219	6097	15874
2220	6100	15873
2221	6103	15870
2222	6105	15867
2223	6109	15866
2224	6112	15864
2225	6115	15862
2226	6118	15862
2227	6122	15861
2228	6125	15858
2229	6127	15854
2230	6130	15852
2231	6133	15851
2232	6136	15848
2233	6139	15846
2234	6142	15843
2235	6145	15842
2236	6149	15842
2237	6152	15841
2238	6155	15837
2239	6158	15836
2240	6161	15834
2241	6164	15832
2242	6167	15829
2243	6169	15826
2244	6172	15824
2245	6176	15822
2246	6178	15819
2247	6182	15818
2248	6185	15816
2249	6187	15813
2250	6190	15810
2251	6193	15808
2252	6196	15804
2253	6198	15801
2254	6201	15799
2255	6204	15797
2256	6207	15795
2257	6210	15792
2258	6213	15790
2259	6216	15788
2260	6219	15785
2261	6222	15785
2262	6225	15782
2263	6228	15780
2264	6231	15777
2265	6233	15774
2266	6237	15774
2267	6240	15771
2268	6242	15768
2269	6245	15764
2270	6248	15763
2271	6252	15763
2272	6254	15759
2273	6258	15758
2274	6261	15756
2275	6264	15754
2276	6267	15752
2277	6270	15749
2278	6272	15746
2279	6275	15744
2280	6278	15741
2281	6282	15742
2282	6285	15739
2283	6287	15735
2284	6290	15733
2285	6293	15731
2286	6296	15728
2287	6298	15724
2288	6302	15723
2289	6304	15721
2290	6308	15719
2291	6311	15718
2292	6314	15715
2293	6316	15711
2294	6319	15709
2295	6322	15707
2296	6326	15708
2297	6330	15706
2298	6332	15703
2299	6335	15701
2300	6338	15699
2301	6341	15696
2302	6344	15693
2303	6346	15689
2304	6349	15686
2305	6351	15683
2306	6355	15682
2307	6357	15679
2308	6360	15677
2309	6364	15675
2310	6367	15673
2311	6369	15671
2312	6373	15670
2313	6376	15668
2314	6380	15668
2315	6383	15666
2316	6387	15666
2317	6389	15663
2318	6392	15660
2319	6395	15658
2320	6399	15657
2321	6401	15654
2322	6405	15653
2323	6408	15651
2324	6410	15648
2325	6414	15647
2326	6416	15643
2327	6419	15640
2328	6422	15638
2329	6425	15635
2330	6428	15635
2331	6431	15631
2332	6434	15629
2333	6437	15627
2334	6441	15627
2335	6444	15626
2336	6447	15624
2337	6450	15621
2338	6453	15619
2339	6457	15619
2340	6460	15616
2341	6463	15614
2342	6465	15610
2343	6468	15607
2344	6470	15603
2345	6472	15600
2346	6475	15596
2347	6477	15593
2348	6481	15593
2349	6484	15589
2350	6487	15587
2351	6489	15583
2352	6492	15580
2353	6494	15577
2354	6497	15573
2355	6500	15572
2356	6502	15568
2357	6506	15567
2358	6508	15564
2359	6511	15560
2360	6513	15557
2361	6517	15556
2362	6519	15552
2363	6522	15549
2364	6524	15546
2365	6527	15542
2366	6530	15540
2367	6532	15537
2368	6535	15534
2369	6537	15531
2370	6540	15527
2371	6542	15523
2372	6545	15521
2373	6548	15518
2374	6550	15514
2375	6553	15511
2376	6555	15508
2377	6558	15506
2378	6561	15503
2379	6564	15500
2380	6566	15496
2381	6569	15493
2382	6571	15490
2383	6574	15488
2384	6577	15484
2385	6579	15481
2386	6582	15477
2387	6584	15474
2388	6587	15470
2389	6590	15469
2390	6592	15465
2391	6595	15462
2392	6597	15458
2393	6599	15454
2394	6602	15452
2395	6605	15449
2396	6608	15446
2397	6611	15444
2398	6613	15440
2399	6616	15437
2400	6618	15434
2401	6621	15431
2402	6624	15428
2403	6626	15425
2404	6629	15422
2405	6632	15420
2406	6634	15417
2407	6637	15413
2408	6639	15410
2409	6642	15406
2410	6644	15403
2411	6647	15401
2412	6650	15398
2413	6653	15395
2414	6655	15391
2415	6659	15391
2416	6662	15390
2417	6665	15387
2418	6668	15384
2419	6671	15381
2420	6674	15380
2421	6677	15377
2422	6679	15374
2423	6682	15372
2424	6685	15370
2425	6688	15366
2426	6691	15364
2427	6693	15360
2428	6695	15357
2429	6698	15353
2430	6701	15350
2431	6703	15347
2432	6706	15345
2433	6708	15341
2434	6711	15338
2435	6713	15335
2436	6716	15331
2437	6718	15328
2438	6721	15325
2439	6724	15321
2440	6726	15318
2441	6729	15316
2442	6731	15312
2443	6735	15311
2444	6737	15307
2445	6739	15304
2446	6742	15300
2447	6744	15296
2448	6747	15294
2449	6750	15292
2450	6753	15289
2451	6755	15285
2452	6758	15281
2453	6760	15278
2454	6763	15275
2455	6765	15272
2456	6768	15269
2457	6770	15266
2458	6773	15262
2459	6775	15259
2460	6778	15257
2461	6781	15253
2462	6783	15250
2463	6786	15247
2464	6788	15243
2465	6791	15240
2466	6794	15238
2467	6796	15234
2468	6799	15231
2469	6801	15228
2470	6804	15225
2471	6807	15223
2472	6809	15219
2473	6812	15216
2474	6814	15213
2475	6817	15209
2476	6819	15205
2477	6822	15204
2478	6825	15200
2479	6827	15197
2480	6830	15194
2481	6832	15191
2482	6836	15189
2483	6839	15187
2484	6841	15184
2485	6844	15180
2486	6846	15177
2487	6849	15174
2488	6852	15172
2489	6855	15169
2490	6857	15166
2491	6860	15164
2492	6863	15160
2493	6866	15159
2494	6869	15156
2495	6871	15152
2496	6874	15149
2497	6877	15147
2498	6879	15143
2499	6882	15141
2500	6884	15137
2501	6887	15134
2502	6889	15131
2503	6892	15128
2504	6895	15125
2505	6897	15122
2506	6900	15118
2507	6902	15115
2508	6905	15112
2509	6907	15108
2510	6910	15106
2511	6913	15103
2512	6915	15099
2513	6918	15096
2514	6921	15094
2515	6925	15095
2516	6929	15094
2517	6933	15094
2518	6935	15090
2519	6937	15086
2520	6940	15083
2521	6942	15079
2522	6944	15075
2523	6948	15074
2524	6951	15073
2525	6954	15071
2526	6958	15070
2527	6961	15069
2528	6966	15070
2529	6971	15073
2530	6976	15075
2531	6980	15075
2532	6985	15077
2533	6988	15074
2534	6991	15071
2535	6993	15067
2536	6995	15064
2537	6998	15061
2538	7001	15059
2539	7004	15056
2540	7006	15052
2541	7009	15050
2542	7013	15050
2543	7016	15048
2544	7019	15045
2545	7021	15041
2546	7023	15037
2547	7026	15034
2548	7029	15032
2549	7032	15029
2550	7034	15026
2551	7038	15025
2552	7041	15022
2553	7044	15020
2554	7046	15017
2555	7048	15013
2556	7051	15010
2557	7054	15007
2558	7057	15005
2559	7059	15002
2560	7062	14998
2561	7064	14995
2562	7067	14992
2563	7070	14989
2564	7072	14986
2565	7075	14983
2566	7077	14980
2567	7080	14977
2568	7083	14974
2569	7087	14974
2570	7090	14971
2571	7092	14968
2572	7094	14964
2573	7097	14961
2574	7100	14959
2575	7103	14956
2576	7105	14953
2577	7108	14949
2578	7110	14946
2579	7113	14942
2580	7116	14941
2581	7118	14938
2582	7121	14934
2583	7123	14931
2584	7126	14927
2585	7128	14924
2586	7131	14921
2587	7134	14918
2588	7136	14915
2589	7139	14912
2590	7141	14909
2591	7144	14907
2592	7147	14903
2593	7149	14900
2594	7152	14897
2595	7154	14893
2596	7156	14889
2597	7160	14888
2598	7162	14884
2599	7164	14880
2600	7167	14877
2601	7169	14873
2602	7173	14872
2603	7175	14868
2604	7177	14864
2605	7179	14860
2606	7182	14857
2607	7184	14854
2608	7187	14852
2609	7191	14851
2610	7194	14848
2611	7196	14845
2612	7199	14842
2613	7202	14841
2614	7205	14837
2615	7208	14835
2616	7210	14832
2617	7213	14830
2618	7216	14826
2619	7218	14823
2620	7221	14820
2621	7223	14816
2622	7226	14813
2623	7228	14809
2624	7231	14807
2625	7234	14804
2626	7236	14800
2627	7238	14796
2628	7241	14793
2629	7243	14789
2630	7246	14787
2631	7248	14784
2632	7251	14780
2633	7253	14777
2634	7256	14773
2635	7258	14771
2636	7262	14769
2637	7265	14767
2638	7267	14764
2639	7270	14760
2640	7272	14757
2641	7275	14755
2642	7278	14752
2643	7281	14749
2644	7283	14746
2645	7285	14742
2646	7288	14739
2647	7291	14736
2648	7293	14733
2649	7296	14730
2650	7298	14726
2651	7300	14722
2652	7304	14720
2653	7306	14717
2654	7308	14714
2655	7311	14710
2656	7313	14707
2657	7316	14704
2658	7319	14703
2659	7322	14700
2660	7325	14696
2661	7327	14693
2662	7330	14690
2663	7332	14687
2664	7335	14684
2665	7337	14681
2666	7340	14677
2667	7343	14675
2668	7345	14671
2669	7348	14669
2670	7350	14665
2671	7353	14662
2672	7355	14658
2673	7357	14655
2674	7360	14651
2675	7363	14649
2676	7365	14645
2677	7368	14644
2678	7371	14640
2679	7373	14637
2680	7376	14635
2681	7379	14632
2682	7381	14628
2683	7384	14625
2684	7387	14624
2685	7391	14623
2686	7394	14620
2687	7396	14617
2688	7399	14614
2689	7402	14611
2690	7406	14611
2691	7408	14608
2692	7411	14605
2693	7413	14602
2694	7416	14598
2695	7419	14597
2696	7422	14593
2697	7424	14590
2698	7427	14587
2699	7429	14584
2700	7432	14580
2701	7434	14578
2702	7437	14574
2703	7439	14571
2704	7442	14568
2705	7445	14566
2706	7447	14562
2707	7451	14561
2708	7453	14558
2709	7456	14554
2710	7458	14551
2711	7461	14548
2712	7464	14546
2713	7466	14542
2714	7469	14539
2715	7471	14535
2716	7473	14532
2717	7476	14529
2718	7479	14527
2719	7482	14524
2720	7484	14520
2721	7487	14517
2722	7489	14514
2723	7492	14512
2724	7495	14508
2725	7497	14505
2726	7499	14501
2727	7502	14498
2728	7505	14496
2729	7508	14494
2730	7511	14491
2731	7513	14488
2732	7515	14484
2733	7518	14481
2734	7520	14478
2735	7523	14475
2736	7526	14472
2737	7528	14469
2738	7531	14465
2739	7533	14462
2740	7536	14460
2741	7539	14457
2742	7542	14455
2743	7545	14452
2744	7547	14449
2745	7550	14447
2746	7553	14444
2747	7556	14441
2748	7558	14438
2749	7560	14434
2750	7564	14432
2751	7568	14432
2752	7571	14430
2753	7574	14429
2754	7577	14425
2755	7580	14423
2756	7582	14420
2757	7585	14417
2758	7587	14414
2759	7590	14410
2760	7592	14407
2761	7595	14404
2762	7597	14401
2763	7600	14397
2764	7602	14394
2765	7605	14391
2766	7608	14388
2767	7610	14385
2768	7613	14382
2769	7615	14378
2770	7618	14375
2771	7620	14372
2772	7623	14369
2773	7626	14367
2774	7628	14364
2775	7631	14360
2776	7633	14357
2777	7635	14353
2778	7639	14351
2779	7641	14348
2780	7643	14345
2781	7646	14341
2782	7648	14338
2783	7651	14335
2784	7654	14332
2785	7656	14329
2786	7659	14326
2787	7661	14323
2788	7664	14320
2789	7667	14319
2790	7670	14315
2791	7672	14312
2792	7675	14309
2793	7677	14305
2794	7680	14302
2795	7683	14300
2796	7686	14297
2797	7688	14294
2798	7691	14291
2799	7693	14287
2800	7696	14284
2801	7698	14281
2802	7701	14278
2803	7703	14275
2804	7706	14272
2805	7710	14272
2806	7713	14270
2807	7717	14270
2808	7722	14270
2809	7725	14269
2810	7728	14267
2811	7731	14263
2812	7733	14260
2813	7736	14257
2814	7739	14256
2815	7742	14253
2816	7745	14250
2817	7747	14246
2818	7750	14243
2819	7752	14240
2820	7755	14238
2821	7758	14235
2822	7760	14232
2823	7763	14228
2824	7765	14225
2825	7768	14222
2826	7771	14220
2827	7774	14217
2828	7776	14214
2829	7779	14211
2830	7781	14208
2831	7785	14206
2832	7787	14203
2833	7790	14200
2834	7792	14196
2835	7794	14193
2836	7797	14191
2837	7801	14189
2838	7803	14186
2839	7806	14183
2840	7808	14180
2841	7811	14177
2842	7814	14174
2843	7816	14170
2844	7818	14167
2845	7821	14164
2846	7823	14161
2847	7827	14159
2848	7829	14155
2849	7832	14152
2850	7834	14149
2851	7836	14145
2852	7839	14142
2853	7842	14140
2854	7845	14137
2855	7847	14134
2856	7850	14131
2857	7852	14128
2858	7855	14125
2859	7858	14122
2860	7860	14119
2861	7863	14116
2862	7865	14112
2863	7868	14109
2864	7870	14107
2865	7873	14103
2866	7875	14100
2867	7878	14097
2868	7880	14094
2869	7883	14090
2870	7886	14089
2871	7889	14086
2872	7893	14085
2873	7896	14084
2874	7898	14080
2875	7901	14078
2876	7904	14075
2877	7906	14071
2878	7909	14068
2879	7911	14065
2880	7915	14064
2881	7918	14061
2882	7920	14058
2883	7923	14055
2884	7925	14052
2885	7929	14050
2886	7931	14047
2887	7933	14043
2888	7936	14040
2889	7939	14037
2890	7941	14034
2891	7944	14031
2892	7946	14028
2893	7949	14025
2894	7952	14022
2895	7954	14020
2896	7957	14017
2897	7960	14014
2898	7962	14010
2899	7965	14007
2900	7967	14004
2901	7970	14001
2902	7973	13999
2903	7975	13996
2904	7978	13992
2905	7980	13989
2906	7983	13986
2907	7985	13983
2908	7988	13980
2909	7991	13978
2910	7993	13974
2911	7996	13971
2912	7998	13968
2913	8001	13966
2914	8004	13962
2915	8006	13959
2916	8009	13956
2917	8011	13953
2918	8014	13950
2919	8017	13947
2920	8019	13944
2921	8022	13941
2922	8024	13938
2923	8027	13935
2924	8030	13932
2925	8032	13929
2926	8035	13926
2927	8037	13922
2928	8039	13919
2929	8042	13916
2930	8045	13913
2931	8047	13910
2932	8049	13906
2933	8052	13903
2934	8054	13900
2935	8057	13897
2936	8060	13895
2937	8063	13892
2938	8065	13888
2939	8068	13887
2940	8071	13884
2941	8074	13881
2942	8076	13878
2943	8079	13875
2944	8081	13871
2945	8083	13868
2946	8086	13865
2947	8089	13862
2948	8092	13860
2949	8094	13857
2950	8097	13853
2951	8099	13850
2952	8102	13848
2953	8104	13844
2954	8107	13841
2955	8109	13838
2956	8112	13835
2957	8115	13832
2958	8118	13830
2959	8120	13827
2960	8123	13824
2961	8125	13820
2962	8128	13817
2963	8131	13815
2964	8134	13813
2965	8136	13809
2966	8138	13806
2967	8141	13802
2968	8143	13799
2969	8146	13796
2970	8148	13793
2971	8151	13790
2972	8153	13787
2973	8156	13783
2974	8159	13781
2975	8161	13778
2976	8164	13775
2977	8166	13772
2978	8169	13768
2979	8172	13766
2980	8174	13763
2981	8177	13760
2982	8179	13756
2983	8181	13753
2984	8185	13751
2985	8189	13752
2986	8194	13752
2987	8198	13751
2988	8200	13748
2989	8203	13746
2990	8206	13742
2991	8208	13739
2992	8211	13736
2993	8213	13733
2994	8216	13730
2995	8219	13728
2996	8221	13724
2997	8224	13721
2998	8226	13718
2999	8231	13718
3000	8235	13718
3001	8240	13718
3002	8243	13717
3003	8247	13715
3004	8249	13712
3005	8252	13710
3006	8254	13706
3007	8257	13703
3008	8259	13700
3009	8262	13698
3010	8266	13697
3011	8269	13694
3012	8271	13690
3013	8275	13690
3014	8279	13689
3015	8283	13689
3016	8287	13687
3017	8291	13686
3018	8294	13685
3019	8299	13686
3020	8302	13684
3021	8305	13680
3022	8307	13677
3023	8310	13674
3024	8312	13671
3025	8315	13667
3026	8317	13664
3027	8320	13662
3028	8323	13660
3029	8326	13657
3030	8329	13655
3031	8331	13651
3032	8334	13649
3033	8337	13646
3034	8339	13643
3035	8341	13639
3036	8344	13636
3037	8346	13632
3038	8349	13630
3039	8352	13627
3040	8354	13624
3041	8357	13621
3042	8360	13619
3043	8366	13620
3044	8369	13619
3045	8373	13618
3046	8375	13614
3047	8378	13612
3048	8380	13609
3049	8383	13606
3050	8386	13603
3051	8388	13599
3052	8391	13597
3053	8395	13596
3054	8397	13592
3055	8400	13589
3056	8402	13586
3057	8406	13584
3058	8410	13584
3059	8415	13585
3060	8419	13585
3061	8423	13584
3062	8425	13581
3063	8428	13577
3064	8430	13574
3065	8433	13571
3066	8436	13569
3067	8439	13567
3068	8441	13563
3069	8445	13561
3070	8448	13559
3071	8453	13560
3072	8457	13559
3073	8460	13558
3074	8463	13555
3075	8466	13553
3076	8469	13550
3077	8471	13546
3078	8473	13543
3079	8476	13540
3080	8478	13537
3081	8481	13534
3082	8484	13531
3083	8486	13528
3084	8489	13525
3085	8492	13522
3086	8496	13521
3087	8499	13519
3088	8502	13517
3089	8504	13514
3090	8507	13510
3091	8510	13508
3092	8513	13505
3093	8515	13502
3094	8518	13499
3095	8520	13496
3096	8523	13493
3097	8526	13491
3098	8529	13488
3099	8531	13485
3100	8534	13482
3101	8537	13480
3102	8541	13479
3103	8544	13477
3104	8547	13474
3105	8549	13471
3106	8551	13467
3107	8555	13465
3108	8557	13462
3109	8560	13459
3110	8562	13456
3111	8564	13452
3112	8567	13450
3113	8570	13447
3114	8573	13444
3115	8577	13444
3116	8583	13446
3117	8588	13448
3118	8592	13446
3119	8595	13444
3120	8601	13445
3121	8605	13446
3122	8608	13443
3123	8610	13439
3124	8613	13437
3125	8616	13434
3126	8619	13431
3127	8621	13428
3128	8625	13427
3129	8629	13427
3130	8633	13425
3131	8635	13422
3132	8638	13418
3133	8640	13415
3134	8643	13413
3135	8646	13410
3136	8648	13407
3137	8650	13403
3138	8653	13400
3139	8656	13398
3140	8659	13395
3141	8661	13392
3142	8664	13389
3143	8666	13386
3144	8670	13384
3145	8674	13383
3146	8677	13381
3147	8679	13378
3148	8682	13374
3149	8685	13372
3150	8687	13369
3151	8690	13366
3152	8692	13362
3153	8695	13359
3154	8697	13356
3155	8700	13354
3156	8703	13351
3157	8706	13348
3158	8708	13345
3159	8713	13346
3160	8718	13346
3161	8721	13344
3162	8724	13341
3163	8726	13338
3164	8729	13336
3165	8732	13332
3166	8734	13329
3167	8737	13326
3168	8739	13323
3169	8742	13320
3170	8744	13317
3171	8747	13314
3172	8749	13310
3173	8752	13307
3174	8756	13306
3175	8759	13304
3176	8761	13301
3177	8764	13298
3178	8766	13295
3179	8769	13291
3180	8773	13291
3181	8776	13288
3182	8778	13285
3183	8781	13282
3184	8784	13279
3185	8787	13277
3186	8789	13274
3187	8792	13271
3188	8794	13268
3189	8799	13268
3190	8802	13266
3191	8805	13263
3192	8809	13261
3193	8811	13259
3194	8815	13257
3195	8817	13254
3196	8821	13252
3197	8824	13250
3198	8826	13246
3199	8829	13244
3200	8832	13241
3201	8834	13238
3202	8837	13235
3203	8839	13231
3204	8843	13230
3205	8846	13228
3206	8849	13225
3207	8851	13222
3208	8854	13219
3209	8856	13215
3210	8859	13212
3211	8861	13210
3212	8864	13207
3213	8867	13204
3214	8869	13201
3215	8872	13197
3216	8875	13196
3217	8878	13193
3218	8880	13189
3219	8882	13186
3220	8885	13183
3221	8888	13181
3222	8891	13178
3223	8893	13175
3224	8896	13172
3225	8898	13168
3226	8901	13165
3227	8905	13165
3228	8908	13162
3229	8910	13158
3230	8912	13155
3231	8915	13152
3232	8918	13149
3233	8920	13146
3234	8923	13143
3235	8925	13139
3236	8927	13136
3237	8930	13134
3238	8934	13132
3239	8937	13130
3240	8940	13127
3241	8942	13124
3242	8945	13122
3243	8949	13120
3244	8951	13117
3245	8954	13114
3246	8956	13111
3247	8959	13108
3248	8962	13105
3249	8964	13102
3250	8967	13098
3251	8969	13095
3252	8971	13092
